record_id,Unnamed: 0,title,abstract,label_included,label_abstract_screening,duplicate_record_id,atd
3,2,Evaluation of computer based clinical decision support system and risk chart for management of hypertension in primary care: randomised controlled trial.,"Objectives: To investigate the effect of a computer based clinical decision support system and a risk chart on absolute cardiovascular risk, blood pressure, and prescribing of cardiovascular drugs in hypertensive patients.  Design: Cluster randomised controlled trial.  Setting: 27 general practices in Avon.  Participants: 614 patients aged between 60 and 79 years with high blood pressure.  Interventions: Patients were randomised to computer based clinical decision support system plus cardiovascular risk chart""; cardiovascular risk chart alone;"" or usual care.  Main outcome measures: Percentage of patients in each group with a five year cardiovascular risk=10%, systolic blood pressure, diastolic blood pressure, prescribing of cardiovascular drugs.  Results: Patients in the computer based clinical decision support system and chart only groups were no more likely to have cardiovascular risk reduced to below 10% than patients receiving usual care. Patients in the computer based clinical decision support group were more likely to have a cardiovascular risk=10% than chart only patients, odds ratio 2.3 (95% confidence interval 1.1 to 4.8). The chart only group had significantly lower systolic blood pressure compared with the usual care group (difference in means-4.6 mm Hg (95% confidence interval-8.4 to-0.8). Reduction of diastolic blood pressure did not differ between the three groups. The chart only group were twice as likely to be prescribed two classes of cardiovascular drugs and over three times as likely to be prescribed three or more classes of drugs compared with the other groups.  Conclusions: The computer based clinical decision support system did not confer any benefit in absolute risk reduction or blood pressure control and requires further development and evaluation before use in clinical care can be recommended. Use of chart guidelines are associated with a potentially important reduction in systolic blood pressure.",1,1,,4.0
15,14,Electronic alerts versus on-demand decision support to improve dyslipidemia treatment: a cluster randomized controlled trial,"BACKGROUND: Indirect evidence shows that alerting users with clinical decision support systems seems to change behavior more than requiring users to actively initiate the system. However, randomized trials comparing these methods in a clinical setting are lacking. We studied the effect of both alerting and on-demand decision support with respect to screening and treatment of dyslipidemia based on the guidelines of the Dutch College of General Practitioners. METHODS AND RESULTS: In a clustered randomized trial design, 38 Dutch general practices (77 physicians) and 87,886 of their patients (39,433 men 18 to 70 years of age and 48,453 women 18 to 75 years of age) who used the ELIAS electronic health record participated. Each practice was assigned to receive alerts, on-demand support, or no intervention. We measured the percentage of patients screened and treated after 12 months of follow-up. In the alerting group, 65% of the patients requiring screening were screened (relative risk versus control=1.76""; 95% confidence interval, 1.41 to 2.20) compared with 35% of patients in the on-demand group (relative risk versus control=1.28; 95% confidence interval, 0.98 to 1.68) and 25% of patients in the control group. In the alerting group, 66% of patients requiring treatment were treated (relative risk versus control=1.40; 95% confidence interval, 1.15 to 1.70) compared with 40% of patients (relative risk versus control=1.19;"" 95% confidence interval, 0.94 to 1.50) in the on-demand group and 36% of patients in the control group. CONCLUSIONS: The alerting version of the clinical decision support systems significantly improved screening and treatment performance for dyslipidemia by general practitioners.",1,1,,8.0
18,17,Patient and physician reminders to promote colorectal cancer screening: a randomized controlled trial.,"Background  Screening reduces colorectal cancer mortality, but effective screening tests remain underused. Systematic reminders to patients and physicians could increase screening rates  Methods  We conducted a randomized controlled trial of patient and physician reminders in 11 ambulatory health care centers. Participants included 21 860 patients aged 50 to 80 years who were overdue for colorectal cancer screening and 110 primary care physicians. Patients were randomly assigned to receive mailings containing an educational pamphlet, fecal occult blood test kit, and instructions for direct scheduling of flexible sigmoidoscopy or colonoscopy. Physicians were randomly assigned to receive electronic reminders during office visits with patients overdue for screening. The primary outcome was receipt of fecal occult blood testing, flexible sigmoidoscopy, or colonoscopy over 15 months, and the secondary outcome was detection of colorectal adenomas.  Results  Screening rates were higher for patients who received mailings compared with those who did not (44.0% vs 38.1%""; P < .001). The effect increased with age: +3.7% for ages 50 to 59 years; +7.3% for ages 60 to 69 years; and +10.1% for ages 70 to 80 years (P = .01 for trend). Screening rates were similar among patients of physicians receiving electronic reminders and the control group (41.9% vs 40.2%; P = .47). However, electronic reminders tended to increase screening rates among patients with 3 or more primary care visits (59.5% vs 52.7%; P = .07). Detection of adenomas tended to increase with patient mailings (5.7% vs 5.2%; P = .10) and physician reminders (6.0% vs 4.9%;"" P = .09).  Conclusions  Mailed reminders to patients are an effective tool to promote colorectal cancer screening, and electronic reminders to physicians may increase screening among adults who have more frequent primary care visits.",1,1,,9.0
16,15,Randomized clinical trial of a customized electronic alert requiring an affirmative response compared to a control group receiving a commercial passive CPOE alert: NSAID—warfarin co-prescribing as a test case.,"Background Studies that have looked at the effectiveness of computerized decision support systems to prevent drug–drug interactions have reported modest results because of low response by the providers to the automated alerts.  Objective To evaluate, within an inpatient computerized physician order entry (CPOE) system, the incremental effectiveness of an alert that required a response from the provider, intended as a stronger intervention to prevent concurrent orders of warfarin and non-steroidal anti-inflammatory drugs (NSAIDs).  Design Randomized clinical trial of 1963 clinicians assigned to either an intervention group receiving a customized electronic alert requiring affirmative response or a control group receiving a commercially available passive alert as part of the CPOE. The study duration was 2 August 2006 to 15 December 2007.  Measurements Alert adherence was compared between study groups.  Results The proportion of desired ordering responses (ie, not reordering the alert-triggering drug after firing) was lower in the intervention group (114/464 (25%) customized alerts issued) than in the control group (154/560 (28%) passive alerts firing). The adjusted OR of inappropriate ordering was 1.22 (95% CI 0.69 to 2.16).  Conclusion A customized CPOE alert that required a provider response had no effect in reducing concomitant prescribing of NSAIDs and warfarin beyond that of the commercially available passive alert received by the control group. New CPOE alerts cannot be assumed to be effective in improving prescribing, and need evaluation.",1,1,,19.0
17,16,A randomized trial of a computer-based intervention to reduce utilization of redundant laboratory tests,"PURPOSE: To determine the impact of giving physicians computerized reminders about apparently redundant clinical laboratory tests.  SUBJECTS AND METHODS: We performed a prospective randomized controlled trial that included all inpatients at a large teaching hospital during a 15-week period. The intervention consisted of computerized reminders at the time a test was ordered that appeared to be redundant. Main outcome measures were the proportions of clinical laboratory orders that were canceled and the proportion of the tests that were actually performed.  RESULTS: During the study period, there were 939 apparently redundant laboratory tests among the 77,609 study tests that were ordered among the intervention (n = 5,700 patients) and control (n = 5,886 patients) groups. In the intervention group, 69% (300 of 437) of tests were canceled in response to reminders. Of 137 overrides, 41% appeared to be justified based on chart review. In the control group, 51% of ordered redundant tests were performed, whereas in the intervention group only 27% of ordered redundant tests were performed (P <0.001). However, the estimated annual savings in laboratory charges was only $35,000. This occurred because only 44% of redundant tests performed had computer orders, because only half the computer orders were screened for redundancy, and because almost one-third of the reminders were overridden.  CONCLUSIONS: Reminders about orders for apparently redundant laboratory tests were effective when delivered. However, the overall effect was limited because many tests were performed without corresponding computer orders, and many orders were not screened for redundancy.",1,1,,20.0
5,4,Oral quinolones in hospitalized patients: an evaluation of a computerized decision support intervention.,"Objective. To determine whether a computerized decision support system could increase the proportion of oral quinolone antibiotic orders placed for hospitalized patients.  Design. Prospective, interrupted time-series analysis.  Setting. University hospital in the south-eastern United States.  Subjects. Inpatient quinolone orders placed from 1 February 2001 to 31 January 2003.  Intervention. A web-based intervention was deployed as part of an existing order entry system at a university hospital on 5 February 2002. Based on an automated query of active medication and diet orders, some users ordering intravenous quinolones were presented with a suggestion to consider choosing an oral formulation.  Main outcome measure. The proportion of inpatient quinolone orders placed for oral formulations before and after deployment of the intervention.  Results. There were a total of 15 194 quinolone orders during the study period, of which 8962 (59%) were for oral forms. Orders for oral quinolones increased from 4202 (56%) before the intervention to 4760 (62%) after, without a change in total orders. In the time-series analysis, there was an overall 5.6% increase (95% CI 2.8–8.4%"";"" P < 0.001) in weekly oral quinolone orders due to the intervention, with the greatest effect on nonintensive care medical units.  Conclusions. A web-based intervention was able to increase oral quinolone orders in hospitalized patients. This is one of the first studies to demonstrate a significant effect of a computerized intervention on dosing route within an antibiotic class. This model could be applied to other antibiotics or other drug classes with good oral bioavailability.",1,1,,27.0
22,21,"A randomized trial of ""corollary orders"" to prevent errors of omission.","Objective: Errors of omission are a common cause of systems failures. Physicians often fail to order tests or treatments needed to monitor/ameliorate the effects of other tests or treatments. The authors hypothesized that automated, guideline-based reminders to physicians, provided as they wrote orders, could reduce these omissions.  Design: The study was performed on the inpatient general medicine ward of a public teaching hospital. Faculty and housestaff from the Indiana University School of Medicine, who used computer workstations to write orders, were randomized to intervention and control groups. As intervention physicians wrote orders for 1 of 87 selected tests or treatments, the computer suggested corollary orders needed to detect or ameliorate adverse reactions to the trigger orders. The physicians could accept or reject these suggestions.  Results: During the 6-month trial, reminders about corollary orders were presented to 48 intervention physicians and withheld from 41 control physicians. Intervention physicians ordered the suggested corollary orders in 46.3% of instances when they received a reminder, compared with 21.9% compliance by control physicians (p < 0.0001). Physicians discriminated in their acceptance of suggested orders, readily accepting some while rejecting others. There were one third fewer interventions initiated by pharmacists with physicians in the intervention than control groups.  Conclusion: This study demonstrates that physician workstations, linked to a comprehensive electronic medical record, can be an efficient means for decreasing errors of omissions and improving adherence to practice guidelines.",1,1,,28.0
20,19,Assessment of decision support for blood test ordering in primary care. a randomized trial,"BACKGROUND: Different methods for changing blood test-ordering behavior in primary care have been proven effective. However, randomized trials comparing these methods are lacking. OBJECTIVE: To compare the effect of two versions of BloodLink, a computer-based clinical decision support system, on blood test ordering among general practitioners. DESIGN: Randomized trial. SETTING: 44 practices of general practitioners in the region of Delft, the Netherlands. PARTICIPANTS: 60 general practitioners in 44 practices who used computer-based patient records in their practices. INTERVENTION: After stratification by solo practices and group practices, practices were randomly assigned to use BloodLink-Restricted, which initially displays a reduced list of tests, or BloodLink-Guideline, which is based on the guidelines of the Dutch College of General Practitioners. MEASUREMENTS: Average number of blood tests ordered per order form per practice. RESULTS: General practitioners who used BloodLink-Guideline requested 20% fewer tests on average than did practitioners who used BloodLink-Restricted (mean [+/-SD], 5.5 +/- 0.9 tests vs. 6.9 +/- 1.6 tests, respectively"";"" P = 0.003, Mann-Whitney test). CONCLUSIONS: Decision support based on guidelines is more effective in changing blood test-ordering behavior than is decision support based on initially displaying a limited number of tests. Guideline-driven decision support systems can be effective in reducing the number of laboratory tests ordered by primary care practitioners.",1,1,,29.0
19,18,Design factors for success or failure of guideline-based decision support systems: an hypothesis involving case complexity,"Computer-based decision support systems (CDSSs) are currently mostly reminder systems. However, the effectiveness of such systems to modify physician behavior is not always observed. We assume that this approach is appropriate when physicians think they know how to prescribe and consider they don't need to be helped, i.e. for simple clinical cases. On the opposite, on-demand approaches allowing for flexibility in the interpretation of patient conditions are more appropriate for more complex cases, e.g. in chronic disease management. ASTI is a CDSS operating in two modes, a critiquing mode working as a reminder-based system and a user-initiated guiding mode. Using a clinical case complexity score, a pre/post-intervention experiment with 10 GPs and 15 cases of hypertensive patients has been performed. Preliminary results tend to indicate that reminder-based interaction is appropriate for simple cases and that physicians are willing to use on-demand systems as clinical situations become complex, making both modes complementary.",1,1,,40.0
12,11,Use of a computer to detect and respond to clinical events: its effect on clinician behavior.,"A computer was used to prospectively detect and suggest responses to simple, medication-related events as reflected in a computerized record in a prospective, randomized study of a diabetes clinic with primary-care responsibility. There were two categories of event/suggestions: when the last observation of a test required for medication control was too old, the computer suggested a repeat""; and when an abnormality with therapeutic implications was detected, the computer suggested a specific change in therapeutics. Clinicians responded to 36% of events in the first category with computer reminders and 11% without (P < 0.0001);"" they responded to 28% of events in the second category with computer assistance and 13% without (P < 0.026). For the most clinically significant of these second category events, the difference was even greater: 47% with and 4% without computer assistance (P < 0.0004). I believe that computer detection and response (in the form of reminders) to simple clinical events will change clinician behavior.",1,1,,43.0
