record_id,Unnamed: 0,title,author,abstract,publication_year,doi,key,label_included,search,atd
57,56,"Cognitive reactivity, dysfunctional attitudes, and depressive relapse and recurrence in cognitive therapy responders.","Jarrett, Robin B.; Minhajuddin, Abu; Borman, Patricia D.; Dunlap, Lauren; Segal, Zindel V.; Kidner, Cindy L.; Friedman, Edward S.; Thase, Michael E.","Dysfunctional attitudes can foreshadow depressive relapse/recurrence. Priming mood, through induction paradigms, is hypothesized to activate dysfunctional attitudes. Cognitive reactivity (CR) refers to mood-linked increases in dysfunctional attitudes after priming. Here we explored the extent to which CR as well as residual, unprimed, dysfunctional attitudes predicted depressive relapse/recurrence among depressed patients who responded to acute phase cognitive therapy (CT). Consenting adults, aged 18-70, with recurrent major depressive disorder (n = 523) participated in a two-site randomized controlled trial examining the durability of continuation phase treatments. Patients received 16-20 sessions of CT. Among the 245 incompletely remitted responders, 213 agreed to undergo a mood induction paradigm. After 8 months of continuation phase treatments, participants were followed an additional 24 months. Although the mood induction significantly lowered mood in 80 \% of responders, the expected CR was not evident. By contrast, higher unprimed dysfunctional attitudes following CT did predict relapse/recurrence over 20 and 32 months post-randomization. The findings of this large longitudinal study of incompletely remitted CT responders challenge the notion that it is necessary to prime mood in order to maximize dysfunctional attitudes' prediction of relapse and/or recurrence. While findings cannot be generalized beyond CT responders, they emphasize the clinical importance of reducing dysfunctional attitudes in preventing depression.",2012.0,10.1016/j.brat.2012.01.008,ML6MVTAB,1,cognitive,50.0
35,34,Metacognitive awareness and prevention of relapse in depression: empirical evidence.,"Teasdale, John D.; Moore, Richard G.; Hayhurst, Hazel; Pope, Marie; Williams, Susan; Segal, Zindel V.","Metacognitive awareness is a cognitive set in which negative thoughts/feelings are experienced as mental events, rather than as the self. The authors hypothesized that (a) reduced metacognitive awareness would be associated with vulnerability to depression and (b) cognitive therapy (CT) and mindfulness-based CT (MBCT) would reduce depressive relapse by increasing metacognitive awareness. They found (a) accessibility of metacognitive sets to depressive cues was less in a vulnerable group (residually depressed patients) than in nondepressed controls; (b) accessibility of metacognitive sets predicted relapse in residually depressed patients; (c) where CT reduced relapse in residually depressed patients, it increased accessibility of metacognitive sets; and (d) where MBCT reduced relapse in recovered depressed patients, it increased accessibility of metacognitive sets. CT and MBCT may reduce relapse by changing relationships to negative thoughts rather than by changing belief in thought content.",2002.0,,GH8W9SYE,1,cognitive,51.0
4,3,How does cognitive therapy prevent relapse in residual depression? Evidence from a controlled trial.,"Teasdale, John D.; Scott, Jan; Moore, Richard G.; Hayhurst, Hazel; Pope, Marie; http://orcid.org/Scott","This study examined the cognitive mediation of relapse prevention by cognitive therapy (CT) in a trial of 158 patients with residual depression. Scores based on agreement with item content of 5 questionnaires of depression-related cognition provided no evidence for cognitive mediation. A measure of the form of response to those questionnaires, the number of times patients used extreme response categories ( totally agree and totally disagree ), showed significant and substantial prediction of relapse, differential response to CT, and conformity to mediational criteria. CT reduced relapse through reductions in absolutist, dichotomous thinking style. CT may prevent relapse by training patients to change the way that they process depression-related material rather than by changing belief in depressive thought content. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,2AZSPKAH,1,cognitive,76.0
41,40,Improved cognitive content endures for 2 years among unstable responders to acute-phase cognitive therapy for recurrent major depressive disorder.,"Vittengl, J. R.; Clark, L. A.; Thase, M. E.; Jarrett, R. B.","BACKGROUND: The cognitive model of depression suggests that cognitive therapy (CT) improves major depressive disorder (MDD) in part by changing depressive cognitive content (e.g. dysfunctional attitudes, hopelessness). The current analyses clarified: (1) the durability of improvements in cognitive content made by acute-phase CT responders; (2) whether continuation-phase CT (C-CT) or fluoxetine (FLX) further improves cognitive content; and (3) the extent to which cognitive content mediates continuation treatments' effects on depressive symptoms and major depressive relapse/recurrence. METHOD: Out-patients with recurrent MDD who responded to acute-phase CT (n = 241) were randomized to 8 months of C-CT, FLX or pill placebo (PBO) and followed for an 24 additional months. Cognitive content was assessed approximately every 4 months using five standard patient-report measures. RESULTS: Large improvements in cognitive content made during acute-phase CT were maintained for 32 months, with 78-90 \% of patients scoring in normal ranges, on average. Cognitive content varied little between C-CT, FLX and PBO arms, overall. Small, transient improvements in cognitive content in C-CT or FLX compared with PBO patients did not clearly mediate the treatments' effects on depressive symptoms or on major depressive relapse/recurrence. CONCLUSIONS: Outpatients with recurrent MDD who respond to acute-phase CT show durable improvements in cognitive content. C-CT or FLX may not continue to improve patient-reported cognitive content substantively, and thus may treat recurrent MDD by other paths.",2015.0,10.1017/S0033291715001191,VIPWWVAK,1,cognitive,77.0
49,48,Differential cognitive response to a mood challenge following successful cognitive therapy or pharmacotherapy for unipolar depression.,"Segal, Zindel V.; Gemar, Michael; Williams, Susan","This study examined the nature of cognitive reactivity to mood changes in formerly depressed patients. Patients who recovered either through cognitive-behavior therapy (CBT; N = 25) or through pharmacotherapy (PT; N = 29) completed self-reported ratings of dysfunctional attitudes before and after a a negative mood induction procedure. In response to similar levels of induced sad mood, PT patients showed a significant increase in dysfunctional cognitions compared with patients in the CBT group. To evaluate the effects of such cognitive reactivity on the subsequent course of depression, follow-up analyses reassessed 30 patients several years after initial testing. Results indicated that patients' reactions to the mood induction procedure were predictive of depressive relapse. These findings argue for differential effects of treatment on cognitive reactivity to mood induction and for the link between such reactivity and risk for later depressive relapse. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,BTCTYAEG,1,cognitive,122.0
46,45,Predictors of Depressive Relapse During a Two Year Prospective Follow-up after Cognitive and Behavioral Therapies.,"Gollan, Jackie K.; Gortner, Eric T.; Dobson, Keith S.","Patient characteristics may partly explain individual differences in long-term maintenance of treatment gains in response to cognitive and behavioral therapies (CBT). This study evaluated the relative contribution of negative cognitive style, behavioral activation, and personality patterns, measured at the end of treatment among treatment responders, towards the risk of relapse of major depressive disorder over a 2-year prospective follow-up. The sample included depressed adults who were randomized and received an adequate dose of one of three forms of CBT, who then fully responded and completed a 2-year prospective follow-up (N = 93) (Jacobson et al., 1996; Gortner, Gollan, Dobson and Jacobson, 1998). Cox regression analyses revealed that for treatment responders, self-devaluative depressogenic cognitive style did not predict relapse during the 2-year follow-up. Separate cox regression analyses indicated that without considering the contribution of personality patterns, it was important to distinguish the level of behavioral activation (e.g. frequency of pleasant events) from its associated pleasure in predicting relapse. With the introduction of personality patterns; however, an integrated model revealed that only dependent personality pattern was associated with hazard of relapse during the 2-year prospective follow-up. Dependent personality pattern may increase relapse through behavioral passivity. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,CLRX7Z9K,1,behavior,123.0
55,54,Dysfunctional attitudes or extreme response style as predictors of depressive relapse and recurrence after mobile cognitive therapy for recurrent depression,"Brouwer, Marlies E.; Williams, Alishia D.; Forand, Nicholas R.; DeRubeis, Robert J.; Bockting, Claudi L. H.","Background: According to previous research, dysfunctional attitudes and/or scoring extreme on the end-point anchors of questionnaires of dysfunctional thinking predict depressive relapse/recurrence. Evidence that these two methods represent a risk for depressive relapse/recurrence is however mixed, due to differential or poorly defined concepts. The current study aimed to test the two methods. Methods: Remitted recurrently depressed patients with low residual depressive symptoms (N = 264) were recruited as part of a randomized controlled trial of the effectiveness of mobile Cognitive Therapy for recurrent depression versus treatment as usual. In the current secondary analysis, Cox regression models were conducted to test dysfunctional attitudes and extreme responding variables (assessed on the Dysfunctional Attitudes Scale [DAS]) as predictors of depressive relapse/recurrence within two years after randomization. Results: Data from 255 participants were analyzed. Results showed that DAS total scores at baseline significantly predicted depressive relapse/recurrence (Hazard Ratio [HR] = 1.01, p = .042). An index that reflects endorsement of habitual relative to functional responses was a significant predictor of depressive relapse/recurrence (HR = 2.11, p = .029). Limitations: The current study employed a single measure to identify extreme responses and dysfunctional attitudes. Secondly, various statistical analyses were performed without correcting for multiple testing, which in turn increased the likelihood to finding significant results. Conclusions: Current study confirmed both methods: People who scored higher on the DAS or had relatively more habitual than functional responses on the extreme positive ends of the DAS had a decreased time to depressive relapse/recurrence. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",2019.0,10.1016/j.jad.2018.09.002,3IACGM6K,1,additional,135.0
23,22,Extreme response style and symptom return after depression treatment: The role of positive extreme responding.,"Forand, Nicholas R.; DeRubeis, Robert J.","Objective: Evidence linking extreme response style (ER) to depressive relapse has been mixed. One reason might be high levels of extreme responses that are positive in nature (ER-Ps) compared with those negative in nature (ER-Ns) at posttreatment. ER-Ps likely consist of both maladaptive style responses and adaptive content responses (i.e., legitimate denials of dysfunction). The composition of ER-Ps might confound measures of total extreme responding as well as conventional scores on cognitive questionnaires. In the current study, we assessed ER in a new sample by (a) disambiguating ER-Ps that reflect style from those that reflect content and (b) assessing the contribution of ER-Ps to the prediction of relapse/recurrence. Method: Responders (N = 104) to a randomized controlled trial of cognitive therapy versus medications for moderate to severe depression had an average age of 40 years (SD = 12), and they were 58 \% female, 38 \% married/cohabitating, and 85 \% Caucasian. ER variables were calculated using the Dysfunctional Attitudes Scale (DAS; Weissman, 1979), with ER-Ps categorized as either content or style responses. ER indices and DAS scores were used to predict symptom return over 2 years. Results: No standard extreme responding variables (e.g., an index of total extreme responding) predicted symptom return, but higher relative levels of style ER-P predicted relapse/recurrence. Total DAS scores also predicted relapse/recurrence but only when high levels of style ER-P responses were controlled. Conclusions: ER-Ps, at least on the DAS, appear to contain indicators of both adaptive and maladaptive positive responses. Future research should attend to the valence of the extreme responses as well as to the content of extreme positive responses, which may reflect either healthy or unhealthy tendencies. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,DX4Y69R6,1,cognitive,141.0
21,20,Investigating associations between cortisol and cognitive reactivity to sad mood provocation and the prediction of relapse in remitted major depression.,"Chopra, K. K.; Segal, Z. V.; Buis, T.; Kennedy, S. H.; Levitan, R. D.","Overview: In remitted depressed patients, an increase in dysfunctional thoughts following a sad mood induction can predict relapse over 18 months. The current analysis examined whether salivary cortisol levels could also predict relapse in these same individuals. Method: 99 subjects with major depression were first treated to full remission using either antidepressant medication or cognitive behavioural therapy. While in the remitted state, subjects were exposed to sad music to trigger dysfunctional thoughts. In a subset of 55 subjects, salivary cortisol levels taken before and after the mood challenge were also obtained. Results: Unexpectedly, cortisol levels tended to decrease rather than increase following the mood challenge, suggesting that anticipation of the mood challenge was more stressful than the challenge itself. We thus used pre-challenge cortisol levels as the main grouping variable. Based on Kaplan-Meier survival curves, among subjects with low pre-challenge cortisol levels, those with a history of three or more prior episodes had significantly higher rates of relapse than did subjects with two or less prior episodes. In subjects with high pre-challenge cortisol levels, there was no significant difference in rates of relapse based on the number of prior episodes. Conclusion: In depressed patients with few prior episodes, assessing risk of relapse and thus establishing the duration for treatment can be a difficult clinical problem. Pending replication, the current results suggest that high anticipatory cortisol levels may have utility in predicting relapse even in patients with few prior episodes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2008.0,10.1016/j.ajp.2008.09.006,SP2HFQR2,1,behavior,145.0
34,33,Prevention of Relapse/Recurrence in Major Depressive Disorder With Either Mindfulness-Based Cognitive Therapy or Cognitive Therapy,"Farb, N.; Anderson, A.; Ravindran, A.; Hawley, L.; Irving, J.; Mancuso, E.; Gulamani, T.; Williams, G.; Ferguson, A.; Segal, Z. V.","Objective: Both Mindfulness Based Cognitive Therapy (MBCT) and Cognitive Therapy (CT) enhance self‐management of prodromal symptoms associated with depressive relapse, albeit through divergent therapeutic procedures. We evaluated rates of relapse in remitted depressed patients receiving MBCT and CT. Decentering and dysfunctional attitudes were assessed as treatment‐specific process markers. Method: Participants in remission from Major Depressive Disorder (MDD; N = 166) were randomized to 8 weeks of either MBCT (N = 82) or CT (N = 84) and were followed for 24 months, with process markers measured every 3 months. Attendance in both treatments was high (6.3/8 session) and treatment fidelity and competence were evaluated. Relapse was defined as a return of symptoms meeting the criteria for major depression on Module A of the Structured Clinical Interview for Diagnostic and Statistical Manual of Mental Disorders (SCID). Results: Intention‐to‐treat analyses indicated no differences between MBCT and CT in either rates of relapse to MDD or time to relapse across 24 months of follow up. Both groups experienced significant increases in decentering and participants in CT reported greater reductions in dysfunctional attitudes. Within both treatments, participants who relapsed evidenced lower decentering scores than those who stayed well over the follow up. Conclusions: This is the first study to directly compare relapse prophylaxis following MBCT and CT directly. The lack of group differences in time to relapse supports the view that both interventions are equally effective and that increases in decentering achieved via either treatment are associated with greater protection. These findings lend credence to Teasdale et al.'s (2002) contention that, even though they may be taught through dissimilar methods, CT and MBCT help participants develop similar metacognitive skills for the regulation of distressing thoughts and emotions. Copyright © 2017 American Psychological Association.",2017.0,10.1037/ccp0000266,5MRL6GQS,1,additional,195.0
